user,assistant
I am going through a breakup_comma_ we were together for five years I am heartbroken,I am going through a breakup_comma_ we were together for five years I am heartbroken
Sometimes I get annoyed by my parents_comma_ there seems to be such a generational gap between us sometimes,Sometimes I get annoyed by my parents_comma_ there seems to be such a generational gap between us sometimes
I miss my old boyfriend. He is no good though.,I miss my ex.
One time I let this guy crash on my couch. He seemed like a nice guy_comma_ but he took advantage of me. I found out he was eating all my food and stealing money from my room.,You ever have a situation where you help someone out and just end up regretting it?
An old friend wanted to get together. It would have been fun_comma_ but he is a guy and I knew it would bother my husband so I didn't meet him.,An old friend wanted to get together. IT was a guy_comma_ and he was someone I was involved with. I knew it would bother my husband so I didn't meet with him.
I have to go to the dentist really soon. One of my teeth are very sensitive lately. I don't want to go.,I have to go to the dentist really soon. One of my teeth are really sensitive lately.
I made a news years resolution to meditate every day and I have kept it for the most part.,I have meditated nearly every day this year. It was my new years resolution.
I remember at scout camp we had to do a trust fall exercise where one person would fall and the rest of the troop would catch them.,Wow_comma_ I'm not sure if I could do that. Did you feel scared?
I am always satisfied with whatever i have,I dont like borrowing from people
I thought my son was capable of cleaning the kitchen. Apparently I was wrong.,I asked my son to clean the kitchen. He left dirty dishes in the sink and garbage on the counter.
One time I was on a ride at a theme park and the ride stopped in midair. I was so scared_comma_ but I believed that help would arrive and I knew the rescuers would save us. They showed up and we were all good.,Do you like theme park rides? I used to enjoy them a lot_comma_ but one time my ride got stuck.
My nephew was so sweet and adorable. I just wanted to hug him and spend time with him. He was the first child in the family for a long time_comma_ so it was special.,When he was little_comma_ my nephew was so adorable. He was the first child in the family for a long time_comma_ and he was so cute. I loved to spend time with him.
Working as a nurse_comma_ there are many times when I have been worried about my patients. Sometimes when a patient is just starting to get seriously ill_comma_ there are not any obvious signs_comma_ but my intuition is almost always correct.,Intuition can be a key tool to a seasoned nurse.
